期次|开奖号码||||
150930066|2|3|6|7|5
150930067|2|6|4|8|1
150930068|4|2|8|7|8
150930069|7|8|8|3|2
150930070|2|6|5|9|9
150930071|6|1|8|7|5
150930072|7|5|4|5|2
150930073|2|7|1|6|4
150930074|9|4|9|8|3
150930075|8|3|0|3|4
150930076|1|2|7|7|9
150930077|6|7|7|1|5
150930078|5|5|5|5|1
150930079|0|5|9|2|4
150930080|7|5|0|5|8
150930081|4|3|0|6|1
150930082|7|2|8|8|2
150930083|8|2|0|3|0
150930084|6|9|6|0|0
150930085|5|4|8|9|0
150930086|7|6|6|1|7
150930087|1|1|1|7|7
150930088|3|1|1|5|1
150930089|3|8|4|6|4
150930090|0|7|8|2|9
150930091|5|1|1|1|4
150930092|3|5|6|3|4
150930093|7|8|8|1|0
150930094|1|2|1|4|1
150930095|2|7|7|8|5
150930096|0|0|3|8|1
150930097|1|2|8|2|8
150930098|7|8|7|9|7
150930099|7|5|9|0|8
150930100|8|9|1|4|3
150930101|1|4|7|0|6
150930102|6|9|5|3|1
150930103|8|8|6|1|4
150930104|2|4|1|5|5
150930105|3|1|1|8|6
150930106|0|2|8|6|9
150930107|4|0|5|2|5
150930108|1|8|9|4|9
150930109|7|5|9|2|4
150930110|4|2|1|6|8
150930111|3|8|4|1|8
150930112|8|0|5|1|0
150930113|0|6|0|9|5
150930114|3|1|5|1|3
150930115|2|1|8|1|3
150930116|6|2|5|7|3
150930117|7|1|1|2|3
150930118|4|5|2|2|6
150930119|0|4|0|7|5
150930120|8|9|4|7|5
151001001|5|1|4|2|4
151001002|0|4|1|8|3
151001003|5|1|7|8|6
151001004|1|1|4|3|8
151001005|6|8|7|6|1
151001006|1|7|0|7|2
151001007|9|1|0|7|0
151001008|0|9|7|6|8
151001009|7|4|0|8|3
151001010|6|3|2|5|4
151001011|8|6|3|8|2
151001012|7|5|8|2|5
151001013|7|0|0|8|2
151001014|9|7|1|4|9
151001015|4|1|1|4|4
151001016|7|0|4|4|3
151001017|2|0|2|9|3
151001018|2|4|4|8|1
151001019|3|5|6|0|1
151001020|5|8|2|1|9
151001021|3|1|9|2|1
151001022|3|8|8|7|7
151001023|0|9|0|0|5
151001024|0|3|3|6|0
151001025|4|6|7|9|1
151001026|7|3|1|8|9
151001027|5|6|9|9|5
151001028|5|6|2|5|4
151001029|3|9|0|7|9
151001030|1|8|1|1|9
151001031|7|0|5|0|7
151001032|2|2|0|0|5
151001033|4|5|6|6|5
151001034|2|3|3|6|3
151001035|8|2|1|6|6
151001036|8|5|5|3|6
151001037|8|9|0|8|9
151001038|2|4|9|7|9
151001039|1|3|3|0|1
151001040|9|2|5|0|1
151001041|9|8|8|5|3
151001042|1|1|5|6|0
151001043|0|2|1|8|5
151001044|7|6|2|6|9
151001045|0|2|7|9|0
151001046|2|7|6|1|3
151001047|6|7|4|3|3
151001048|3|5|4|7|7
151001049|0|3|8|2|8
151001050|1|1|8|2|0
151001051|4|7|0|7|7
151001052|9|6|3|9|6
151001053|3|3|8|0|0
151001054|4|4|5|0|9
151001055|7|0|9|7|2
151001056|4|2|1|5|6
151001057|9|4|7|2|7
151001058|6|0|9|3|0
151001059|7|3|8|5|4
151001060|9|6|9|9|3
151001061|7|7|0|4|3
151001062|2|8|8|5|8
151001063|8|3|9|9|3
151001064|2|9|1|6|7
151001065|3|2|0|4|8
151001066|0|5|3|8|9
151001067|7|8|3|0|8
151001068|1|0|8|0|1
151001069|1|0|3|8|7
151001070|2|5|2|9|4
151001071|0|0|1|8|2
151001072|3|9|0|9|0
151001073|6|1|0|7|2
151001074|6|5|2|5|0
151001075|0|4|1|1|7
151001076|0|6|3|5|5
151001077|2|7|3|7|3
151001078|2|3|2|6|5
151001079|0|0|9|2|9
151001080|8|7|3|8|8
151001081|8|1|7|7|2
151001082|0|3|8|2|3
151001083|4|9|1|6|8
151001084|1|9|5|2|9
151001085|1|9|2|8|0
151001086|4|4|2|3|4
151001087|7|0|2|3|5
151001088|1|1|1|1|3
151001089|1|6|8|4|0
151001090|3|7|9|3|7
151001091|4|5|2|6|2
151001092|8|7|7|4|4
151001093|3|2|4|8|3
151001094|5|1|2|9|6
151001095|6|0|9|4|9
151001096|2|5|9|8|5
151001097|6|5|0|8|8
151001098|5|1|0|5|4
151001099|7|8|9|2|6
151001100|0|0|9|4|7
151001101|3|0|4|2|9
151001102|2|5|7|3|7
151001103|4|2|3|3|5
151001104|5|9|9|4|8
151001105|4|0|7|6|3
151001106|1|6|6|9|5
151001107|9|5|4|4|4
151001108|8|3|1|1|0
151001109|6|9|8|7|4
151001110|4|1|5|6|0
151001111|7|5|3|1|5
151001112|3|0|2|2|4
151001113|0|2|7|7|5
151001114|4|0|6|8|9
151001115|9|6|9|0|4
151001116|5|6|3|3|7
151001117|2|2|4|5|5
151001118|2|2|1|0|1
151001119|7|8|8|4|7
151001120|5|4|2|2|6
151002001|0|5|2|8|8
151002002|9|7|4|0|3
151002003|2|3|0|8|8
151002004|8|9|2|7|4
151002005|6|5|3|4|3
151002006|5|2|1|3|5
151002007|0|5|8|9|3
151002008|4|1|6|8|6
151002009|0|8|8|1|9
151002010|9|1|6|8|8
151002011|4|5|7|9|5
151002012|2|9|1|4|8
151002013|2|5|4|3|2
151002014|2|2|4|6|5
151002015|9|5|6|9|2
151002016|9|9|4|8|9
151002017|4|8|2|7|5
151002018|9|2|8|7|4
151002019|0|2|9|2|2
151002020|8|3|7|9|2
151002021|6|7|8|8|9
151002022|4|2|9|3|8
151002023|5|4|3|7|2
151002024|7|0|6|1|2
151002025|9|2|0|0|2
151002026|7|8|8|1|5
151002027|2|0|2|3|6
151002028|8|3|8|4|9
151002029|4|9|9|0|6
151002030|0|6|6|8|6
151002031|5|6|4|7|3
151002032|5|7|7|5|3
151002033|6|5|3|1|1
151002034|0|3|5|4|9
151002035|3|2|9|3|0
151002036|5|9|6|4|4
151002037|4|9|2|3|6
151002038|8|0|1|2|7
151002039|0|4|7|6|4
151002040|1|6|4|6|3
151002041|4|7|9|7|9
151002042|3|7|4|1|9
151002043|8|5|1|1|1
151002044|6|2|0|1|6
151002045|9|3|9|4|9
151002046|0|0|8|0|3
151002047|3|8|2|2|9
151002048|9|8|3|6|5
151002049|8|0|0|5|8
151002050|5|6|7|4|4
151002051|8|0|7|6|8
151002052|4|7|3|1|2
151002053|0|1|5|5|7
151002054|0|0|9|9|5
151002055|7|3|9|3|2
151002056|9|5|6|0|3
151002057|6|2|4|5|5
151002058|0|6|6|8|0
151002059|3|5|5|5|3
151002060|0|5|1|0|6
151002061|2|8|3|8|8
151002062|7|7|9|0|1
151002063|6|1|7|9|8
151002064|7|7|9|3|1
151002065|0|9|7|6|2
151002066|6|4|8|4|2
151002067|4|4|0|1|0
151002068|8|4|1|1|3
151002069|2|6|8|0|9
151002070|0|9|3|3|2
151002071|6|0|2|1|3
151002072|6|6|8|4|6
151002073|6|5|4|7|7
151002074|2|0|1|7|3
151002075|9|7|3|4|5
151002076|5|2|3|1|9
151002077|6|6|7|9|0
151002078|6|2|5|9|9
151002079|5|2|0|8|0
151002080|7|3|4|0|5
151002081|5|2|4|7|8
151002082|5|7|9|9|4
151002083|7|3|2|4|3
151002084|5|2|4|3|0
151002085|9|9|1|5|4
151002086|2|6|0|1|2
151002087|5|3|0|3|3
151002088|7|8|0|4|7
151002089|8|9|5|6|5
151002090|6|0|8|4|6
151002091|2|1|9|0|5
151002092|4|0|1|9|2
151002093|0|1|7|1|0
151002094|6|9|8|9|1
151002095|2|0|0|9|4
151002097|7|6|8|9|2
151002098|6|1|0|4|3
151002099|9|3|8|4|5
151002100|5|7|9|1|6
151002101|3|3|9|5|1
151002102|3|4|3|0|0
151002103|5|8|8|4|6
151002104|3|1|7|7|0
151002105|8|3|5|6|1
151002106|9|6|1|3|4
151002107|4|3|1|6|8
151002108|0|1|6|0|8
151002109|6|7|5|9|1
151002110|9|7|3|6|2
151002112|9|8|9|6|5
151002113|0|4|2|8|9
151002114|1|9|3|4|1
151002115|1|5|4|5|6
151002116|0|6|2|1|0
151002117|6|9|8|8|6
151002118|5|8|4|3|2
151002119|2|5|6|7|6
151002120|4|0|3|9|3
151003001|9|8|9|9|2
151003002|6|2|5|2|0
151003003|7|8|9|4|8
151003004|6|6|7|4|8
151003005|9|3|9|2|2
151003006|5|8|1|9|2
151003007|3|9|9|8|9
151003008|9|4|1|3|9
151003009|2|1|3|7|6
151003010|3|1|0|3|8
151003011|0|7|5|2|6
151003012|9|4|0|2|6
151003013|5|1|3|3|9
151003014|5|7|9|7|2
151003015|5|0|6|4|0
151003016|7|4|1|8|5
151003017|6|4|9|6|5
151003018|6|3|7|8|6
151003019|2|8|2|6|3
151003020|2|0|7|8|3
151003021|2|2|0|5|7
151003022|8|7|7|7|5
151003023|1|8|9|7|1
151003024|1|2|3|0|9
151003025|3|6|9|8|0
151003026|8|5|6|8|4
151003027|9|9|2|2|5
151003028|7|7|3|7|3
151003029|7|1|4|6|2
151003030|0|5|7|7|4
151003031|7|3|3|7|1
151003032|4|0|2|9|5
151003033|2|0|6|7|0
151003034|6|7|5|1|3
151003035|7|7|1|7|7
151003036|1|8|3|6|5
151003037|0|1|8|8|4
151003038|8|9|8|9|3
151003039|6|3|1|9|7
151003040|1|6|5|0|1
151003041|3|4|7|2|0
151003042|9|9|0|8|5
151003043|4|0|8|9|9
151003044|5|8|7|6|1
151003045|7|5|1|3|4
151003046|8|7|1|5|8
151003047|8|7|2|0|5
151003048|9|4|8|2|6
151003049|0|3|1|8|8
151003050|2|3|7|9|2
151003051|9|2|3|8|0
151003052|4|5|7|0|2
151003053|1|8|7|5|0
151003054|5|4|1|0|6
151003055|4|8|4|2|1
151003056|5|3|7|1|5
151003057|1|7|8|7|6
151003058|3|9|8|4|9
151003059|9|4|9|7|6
151003060|0|5|4|5|7
151003061|6|1|7|8|8
151003062|7|3|6|2|7
151003063|5|4|2|1|3
151003064|7|0|4|7|6
151003065|7|8|3|3|2
151003066|7|3|6|9|5
151003067|1|3|8|4|9
151003068|8|2|9|5|5
151003069|6|1|1|6|3
151003070|9|3|1|7|8
151003071|4|7|1|5|0
151003072|9|8|5|6|9
151003073|2|7|3|6|4
151003074|5|2|6|4|0
151003075|3|3|2|3|2
151003076|6|1|3|7|2
151003077|6|3|6|9|3
151003078|8|5|6|3|3
151003079|1|3|8|0|6
151003080|4|3|1|0|5
151003081|9|3|0|7|2
151003082|4|6|8|2|2
151003083|6|3|3|5|7
151003084|5|0|8|2|9
151003085|9|5|8|5|3
151003086|7|8|8|2|5
151003087|6|1|8|3|2
151003088|0|5|9|8|0
151003089|8|4|9|2|7
151003090|5|6|8|8|0
151003091|0|8|1|7|6
151003092|0|0|2|6|2
151003093|5|5|6|7|2
151003094|2|1|0|3|6
151003095|8|7|9|8|3
151003096|0|6|5|4|5
151003097|4|7|0|4|8
151003098|6|4|9|8|7
151003099|4|2|2|2|2
151003100|2|1|6|2|6
151003101|3|8|2|7|2
151003102|2|3|4|3|5
151003103|5|6|8|5|4
151003104|5|3|4|8|1
151003105|9|2|2|3|4
151003106|6|1|5|7|7
151003107|7|2|8|0|7
151003108|0|8|0|1|5
151003109|6|1|2|8|8
151003110|7|4|6|7|1
151003111|6|0|8|5|9
151003112|6|8|7|8|0
151003113|9|7|0|2|1
151003114|1|1|2|1|0
151003115|5|6|2|2|2
151003116|6|1|4|9|8
151003117|0|9|5|3|3
151003118|9|5|9|5|5
151003119|4|6|9|1|7
151003120|4|2|4|7|6
151004001|1|0|7|2|6
151004002|3|1|2|0|3
151004003|6|6|3|4|7
151004004|9|5|3|4|2
151004005|5|8|9|2|5
151004006|4|5|9|3|3
151004007|2|1|4|5|1
151004008|4|5|1|5|3
151004009|5|8|5|0|3
151004010|6|6|3|1|8
151004011|0|4|3|0|9
151004012|1|3|7|7|2
151004013|1|4|3|8|1
151004014|7|4|3|2|4
151004015|7|1|1|2|6
151004016|5|3|6|3|3
151004017|2|0|2|7|4
151004018|9|8|2|1|5
151004019|1|8|6|0|7
151004020|5|1|5|4|5
151004021|6|2|0|0|8
151004022|0|6|7|7|2
151004023|1|5|1|8|5
151004024|1|9|2|9|4
151004025|6|5|1|6|3
151004026|4|9|0|8|4
151004027|5|9|4|0|1
151004028|6|1|0|0|9
151004029|5|1|4|3|9
151004030|2|9|2|8|3
151004031|7|8|3|7|0
151004032|5|9|0|5|0
151004033|6|1|4|4|2
151004034|9|8|2|6|6
151004035|2|0|2|9|0
151004036|9|7|6|0|2
151004037|9|8|5|7|8
151004038|1|2|5|6|9
151004039|4|3|8|0|2
151004040|2|7|9|6|9
151004041|8|3|0|0|4
151004042|1|7|1|3|6
151004043|5|7|0|0|9
151004044|8|0|3|8|8
151004045|9|0|9|4|0
151004046|1|2|5|0|3
151004047|5|0|7|3|7
151004048|6|0|2|9|9
151004049|2|1|9|4|6
151004050|3|9|8|0|9
151004051|5|9|2|3|6
151004052|4|6|5|8|6
151004053|8|7|1|3|3
151004054|0|6|1|3|2
151004055|3|5|6|9|9
151004056|6|2|8|2|5
151004057|7|9|0|5|7
151004058|3|6|1|5|0
151004059|2|0|6|6|5
151004060|4|9|3|4|1
151004061|2|0|7|7|1
151004062|1|4|5|2|5
151004063|7|7|6|9|5
151004064|7|7|2|3|8
151004065|7|7|0|1|3
151004066|1|9|6|3|6
151004067|1|6|4|1|6
151004068|5|9|0|8|6
151004069|0|5|0|5|2
151004070|3|3|2|8|6
151004071|6|9|8|9|1
151004072|3|7|3|7|7
151004073|9|9|0|2|1
151004074|7|3|8|6|3
151004075|8|6|5|2|8
151004076|6|0|7|5|3
151004077|1|8|3|4|3
151004078|8|5|8|3|0
151004079|3|2|1|3|6
151004080|0|8|9|0|6
151004081|0|0|8|9|0
151004082|2|6|4|8|1
151004083|9|5|6|5|8
151004084|7|4|9|1|2
151004085|3|6|6|7|5
151004086|4|6|4|3|4
151004087|5|0|0|5|1
151004088|9|5|1|4|9
151004089|6|2|0|9|0
151004090|6|2|3|7|3
151004091|6|1|3|4|3
151004092|2|9|2|7|6
151004093|1|9|9|7|9
151004094|3|1|0|3|5
151004095|0|7|6|0|0
151004096|2|6|3|2|7
151004097|9|6|5|8|3
151004098|1|4|0|3|9
151004099|9|5|0|7|3
151004100|1|5|3|6|1
151004101|9|1|5|6|6
151004102|9|8|5|3|4
151004103|6|3|1|6|2
151004104|3|3|3|8|3
151004105|6|6|5|1|0
151004106|4|8|2|9|8
151004107|7|3|5|2|0
151004108|9|3|1|1|1
151004109|8|1|0|0|8
151004110|5|0|2|0|8
151004111|4|7|1|7|9
151004112|5|7|2|8|3
151004113|8|2|0|3|4
151004114|8|5|7|0|2
151004115|8|9|7|3|2
151004116|0|0|1|4|1
151004117|4|5|8|6|0
151004118|6|9|3|8|3
151004119|3|3|1|8|4
151004120|4|0|9|5|6
151005001|9|7|8|1|4
151005002|5|4|9|5|0
151005003|6|2|1|3|5
151005004|2|8|9|4|6
151005005|5|7|4|6|1
151005006|4|5|6|0|6
151005007|2|3|3|7|1
151005008|1|1|8|7|7
151005009|0|8|6|0|7
151005010|0|0|7|0|5
151005011|1|7|4|6|2
151005012|2|2|8|1|1
151005013|5|5|0|8|0
151005014|3|1|5|2|5
151005015|5|8|2|3|1
151005016|2|4|6|4|6
151005017|1|4|5|6|7
151005018|7|3|6|1|6
151005019|6|2|2|4|4
151005020|1|0|4|8|6
151005021|1|9|4|2|0
151005022|8|8|3|3|9
151005023|1|5|5|8|4
151005024|2|4|9|3|3
151005025|2|3|6|3|6
151005026|4|8|2|0|4
151005027|7|7|8|9|9
151005028|7|5|5|9|5
151005029|5|5|1|6|5
151005030|1|9|2|7|8
151005031|6|7|7|7|6
151005032|6|7|1|5|6
151005033|5|3|6|1|6
151005034|0|0|4|0|8
151005035|0|5|9|2|4
151005036|9|1|3|6|9
151005037|8|2|2|9|8
151005038|0|6|7|4|5
151005039|1|9|6|2|2
151005040|9|4|8|9|4
151005041|2|1|3|7|7
151005042|0|8|1|8|5
151005043|0|2|4|7|4
151005044|0|8|1|6|4
151005045|4|3|9|6|9
151005046|1|7|6|9|0
151005047|9|1|9|5|0
151005048|7|7|7|6|6
151005049|0|1|9|7|1
151005050|5|6|4|4|3
151005051|4|1|4|8|3
151005052|7|8|8|5|3
151005053|2|4|0|6|1
151005054|1|3|0|5|1
151005055|6|6|7|2|2
151005056|4|9|9|7|4
151005057|4|5|3|6|2
151005058|9|9|7|6|8
151005059|7|0|5|9|3
151005060|9|6|6|6|9
151005061|1|5|8|1|1
151005062|8|6|7|1|3
151005063|4|8|1|0|4
151005064|2|6|4|0|4
151005065|5|9|2|5|0
151005066|6|0|6|1|2
151005067|7|4|0|3|0
151005068|7|2|7|1|0
151005069|3|4|8|0|5
151005070|0|7|7|1|4
151005071|0|1|8|3|2
151005072|2|4|3|3|4
151005073|3|6|7|9|5
151005074|3|6|2|3|8
151005075|4|2|8|5|9
151005076|3|6|5|2|5
151005077|7|9|8|7|8
151005078|3|5|9|1|3
151005079|0|3|8|2|2
151005080|9|4|3|9|9
151005081|4|9|0|1|3
151005082|2|8|7|8|1
151005083|5|0|4|9|9
151005084|3|8|7|9|6
151005085|7|1|4|0|9
151005086|6|1|3|3|1
151005087|3|9|1|5|5
151005088|5|7|3|2|0
151005089|5|3|2|0|2
151005090|2|2|4|0|4
151005091|0|2|9|5|9
151005092|2|1|2|9|8
151005093|7|6|5|2|1
151005094|9|6|2|8|0
151005095|7|3|7|7|8
151005096|2|6|4|0|1
151005097|9|8|5|3|5
151005098|3|6|4|6|9
151005099|1|5|8|2|2
151005100|2|9|0|7|9
151005101|2|2|1|4|0
151005102|6|8|0|9|1
151005103|4|6|9|5|1
151005104|3|5|3|6|6
151005105|8|4|0|4|5
151005106|0|4|4|1|9
151005107|6|6|3|9|3
151005108|0|3|0|5|5
151005109|7|0|7|7|1
151005110|9|8|7|1|2
151005111|9|7|2|5|5
151005112|3|4|6|9|6
151005113|8|1|2|4|1
151005114|6|1|2|4|0
151005115|4|8|8|3|0
151005116|8|2|3|5|0
151005117|2|4|6|1|9
151005118|9|8|0|5|0
151005119|3|6|5|5|0
151005120|9|2|0|3|0
151006001|0|9|3|7|5
151006002|9|4|3|5|1
151006003|9|2|3|7|1
151006004|1|1|2|0|0
151006005|7|7|9|8|9
151006006|9|4|9|8|9
151006007|3|3|3|9|2
151006008|0|8|4|6|8
151006009|3|6|7|6|2
151006010|8|3|8|1|5
151006011|3|1|6|5|6
151006012|6|1|2|4|7
151006013|4|0|7|4|0
151006014|2|6|5|7|6
151006015|2|9|9|8|1
151006016|1|2|7|3|0
151006017|3|7|9|8|1
151006018|4|6|7|7|5
151006019|2|9|1|6|5
151006020|4|3|0|6|4
151006021|8|2|4|8|4
151006022|4|3|6|7|0
151006023|1|6|3|5|3
151006024|3|5|1|8|8
151006025|7|2|3|3|5
151006026|4|8|8|8|8
151006027|8|3|1|9|5
151006028|5|5|5|0|6
151006029|4|4|6|3|3
151006030|6|4|0|2|4
151006031|6|5|5|8|9
151006032|8|3|0|1|9
151006033|1|5|0|7|8
151006034|6|4|4|1|8
151006035|3|9|6|6|8
151006036|2|4|7|2|3
151006037|7|1|6|5|7
151006038|6|0|3|2|7
151006039|7|9|8|8|8
151006040|1|6|5|2|6
151006041|2|4|8|0|3
151006042|5|8|9|4|4
151006043|1|4|8|4|0
151006044|7|4|5|0|6
151006045|6|4|8|0|1
151006046|7|1|4|8|3
151006047|6|8|6|5|5
151006048|4|2|9|5|1
151006049|4|3|3|0|7
151006050|1|5|1|1|2
151006051|6|6|1|1|2
151006052|4|5|6|9|5
151006053|0|8|9|8|5
151006054|2|9|9|1|1
151006055|9|1|3|2|0
151006056|0|0|2|0|5
151006057|1|2|1|9|7
151006058|9|9|2|2|5
151006059|3|1|1|5|1
151006060|2|1|6|4|9
151006061|7|2|9|2|7
151006062|2|9|5|2|7
151006063|7|0|4|8|4
151006064|2|3|6|5|6
151006065|7|8|8|9|6
151006066|3|8|3|2|1
151006067|7|1|3|6|8
151006068|1|6|9|6|2
151006069|8|9|5|4|8
151006070|2|1|5|0|9
151006071|5|1|4|0|1
151006072|6|0|4|7|7
151006073|9|4|9|1|8
151006074|2|9|1|0|6
151006075|4|4|0|6|0
151006076|9|7|0|9|3
151006077|8|4|4|1|4
151006078|9|0|7|4|1
151006079|6|6|8|2|7
151006080|3|7|1|5|5
151006081|8|7|9|3|3
151006082|0|3|3|5|2
151006083|5|3|8|0|4
151006084|5|7|8|9|2
151006085|5|6|2|1|7
151006086|6|9|6|7|5
151006087|7|1|6|7|4
151006088|7|5|3|2|8
151006089|8|7|5|1|8
151006090|1|4|3|3|6
151006091|4|3|5|3|1
151006092|4|6|5|9|7
151006093|1|7|3|5|1
151006094|2|8|1|2|2
151006095|3|9|6|2|3
151006096|2|2|3|1|4
151006097|2|3|7|8|9
151006098|1|7|9|1|1
151006099|8|5|7|8|2
151006100|2|2|6|0|1
151006101|3|7|7|5|2
151006102|3|8|6|5|9
151006103|1|0|3|7|6
151006104|2|0|6|3|4
151006105|7|1|6|2|4
151006106|2|3|8|3|4
151006107|7|7|7|0|0
151006108|8|4|4|7|0
151006109|9|7|4|6|8
151006110|3|3|0|3|4
151006111|7|1|8|3|9
151006112|6|5|3|5|0
151006113|3|8|1|3|0
151006114|6|5|7|1|6
151006115|2|3|8|7|1
151006116|2|6|1|9|3
151006117|9|0|5|2|0
151006118|8|5|8|8|3
151006119|9|4|0|3|6
151006120|5|3|6|2|4
151007001|1|9|6|3|9
151007002|5|0|8|6|1
151007003|6|4|6|4|4
151007004|6|3|5|8|8
151007005|5|5|5|5|5
151007006|8|4|0|2|5
151007007|7|0|1|1|9
151007008|5|0|6|2|8
151007009|6|0|2|9|0
151007010|7|3|5|7|1
151007011|2|1|9|0|8
151007012|8|4|5|2|4
151007013|9|9|0|3|3
151007014|5|0|3|1|3
151007015|3|3|4|8|9
151007016|2|8|8|5|0
151007017|0|4|8|1|9
151007018|4|7|1|0|5
151007019|7|3|3|0|2
151007020|9|3|9|3|6
151007021|6|0|0|2|9
151007022|8|7|0|4|1
151007023|1|0|5|2|2
151007024|2|3|4|8|6
151007025|1|7|0|7|0
151007026|8|4|0|0|7
151007027|7|1|1|7|4
151007028|4|8|1|0|2
151007029|6|5|5|3|3
151007030|3|7|2|0|7
151007031|5|6|0|9|9
151007032|8|5|8|9|7
151007033|5|5|6|3|6
151007034|3|5|7|9|4
151007035|2|0|9|9|8
151007036|7|2|3|5|5
151007037|9|8|2|7|9
151007038|8|4|2|4|2
151007039|3|8|7|5|4
151007040|7|1|5|2|4
151007041|6|7|7|4|5
151007042|4|8|6|4|4
151007043|0|0|7|9|5
151007044|1|9|6|7|7
151007045|8|3|7|3|7
151007046|8|9|3|6|1
151007047|9|7|6|1|9
151007048|6|0|2|4|5
151007049|7|0|0|4|9
151007050|4|9|2|0|7
151007051|3|8|1|5|5
151007052|8|1|4|8|2
151007053|6|1|3|6|5
151007054|0|6|4|4|2
151007055|5|4|0|6|3
151007056|5|3|7|2|4
151007057|6|8|4|2|8
151007058|7|4|4|7|9
151007059|1|5|6|8|3
151007060|9|3|8|4|7
151007061|5|3|1|5|8
151007062|4|6|0|2|0
151007063|4|0|4|9|7
151007064|1|0|8|8|8
151007065|2|8|7|6|8
151007066|3|0|4|2|5
151007067|3|5|3|4|3
151007068|1|6|3|2|0
151007069|1|3|0|6|3
151007070|6|4|4|9|5
151007071|5|4|8|3|2
151007072|7|4|4|0|4
151007073|0|0|7|1|0
151007074|5|0|0|6|8
151007075|8|8|4|7|5
151007076|6|4|2|8|3
151007077|1|5|9|7|7
151007078|8|4|3|2|6
151007079|9|2|1|8|0
151007080|8|7|7|4|9
151007081|4|8|2|3|0
151007082|5|0|9|7|3
151007083|1|5|9|3|3
151007084|6|7|8|3|8
151007085|9|6|3|7|3
151007086|5|6|4|5|6
151007087|3|1|5|0|7
151007088|0|6|5|3|8
151007089|2|4|0|4|4
151007090|5|6|4|0|9
151007091|4|5|0|1|0
151007092|7|1|6|8|8
151007093|4|5|7|9|0
151007094|7|3|6|9|8
151007095|1|9|2|0|4
151007096|8|8|8|5|4
151007097|3|1|9|1|3
151007098|1|8|5|0|3
151007099|6|1|9|5|7
151007100|2|3|5|9|1
151007101|8|8|9|1|9
151007102|1|1|2|1|7
151007103|2|5|8|0|1
151007104|0|8|6|3|6
151007105|8|4|8|7|8
151007106|3|8|4|2|5
151007107|1|9|5|0|4
151007108|5|9|9|7|6
151007109|1|8|8|1|8
151007110|1|3|8|8|0
151007111|3|9|4|5|3
151007112|4|6|3|8|1
151007113|1|5|3|3|4
151007114|3|3|4|5|4
151007115|1|3|5|0|4
151007116|9|8|7|4|1
151007117|8|5|6|5|1
151007118|5|3|6|3|2
151007119|7|4|4|8|9
151007120|8|2|8|1|0
151008001|7|5|4|8|3
151008002|4|6|7|1|9
151008003|5|1|2|8|8
151008004|7|6|1|5|8
151008005|7|6|1|0|8
151008006|9|0|4|3|7
151008007|6|4|6|8|1
151008008|2|4|3|8|8
151008009|1|6|0|6|2
151008010|7|9|6|4|6
151008011|4|5|7|2|9
151008012|3|0|9|0|9
151008013|0|9|8|3|2
151008014|8|7|4|2|8
151008015|4|2|9|0|7
151008016|5|3|0|7|5
151008017|6|7|0|8|5
151008018|2|9|9|6|9
151008019|5|8|1|1|0
151008020|1|2|9|0|4
151008021|3|9|1|6|8
151008022|5|8|4|4|8
151008023|9|2|4|9|0
151008024|7|1|3|1|2
151008025|6|1|1|9|6
151008026|2|2|0|3|6
151008027|3|6|0|5|2
151008028|3|8|6|6|6
151008029|5|6|1|3|1
151008030|9|9|7|7|6
151008031|7|2|0|0|4
151008032|2|1|2|2|0
151008033|6|5|9|7|9
151008034|7|0|1|8|4
151008035|0|1|8|4|7
151008036|6|7|3|9|4
151008037|5|1|9|6|7
151008038|2|6|9|9|4
151008039|9|9|8|9|6
151008040|4|8|2|7|5
151008041|2|4|0|2|7
151008042|6|4|7|7|6
151008043|3|6|4|0|9
151008044|7|0|6|2|2
151008045|7|5|4|1|9
151008046|5|0|6|0|4
151008047|3|5|5|3|6
151008048|1|7|1|3|6
151008049|8|1|5|6|6
151008050|4|3|2|5|1
151008051|9|2|4|8|6
151008052|3|2|0|3|8
151008053|2|1|6|9|2
151008054|0|8|3|4|4
151008055|4|9|4|3|5
151008056|8|1|6|9|8
151008057|1|0|5|6|9
151008058|8|3|2|4|5
151008059|6|3|0|8|0
151008060|5|7|5|5|6
151008061|1|2|3|2|8
151008062|4|7|8|2|4
151008063|2|6|4|0|4
151008064|3|3|9|2|6
151008065|6|4|7|7|5
151008066|0|7|0|0|0
151008067|4|9|6|4|7
151008068|1|5|3|4|7
151008069|8|4|8|8|5
151008070|1|4|9|2|3
151008071|0|7|5|5|9
151008072|1|0|3|8|8
151008073|5|7|2|0|0
151008074|6|0|7|1|2
151008075|4|8|6|9|9
151008076|7|7|0|3|6
151008077|9|4|1|9|5
151008078|2|6|7|0|8
151008079|6|1|6|7|8
151008080|3|0|2|6|3
151008081|8|0|1|1|8
151008082|2|8|7|0|6
151008083|4|2|3|3|4
151008084|3|1|9|3|2
151008085|5|1|0|1|3
151008086|8|3|3|3|8
151008087|4|2|8|3|8
151008088|4|8|4|5|6
151008089|0|6|9|5|8
151008090|3|8|6|9|2
151008091|5|8|0|6|2
151008092|2|5|4|4|1
151008093|5|9|8|0|1
151008094|5|4|9|6|0
151008095|8|3|8|9|5
151008096|4|5|4|5|6
151008097|6|2|8|5|2
151008098|7|8|7|5|1
151008099|0|0|6|2|4
151008100|3|4|8|5|5
151008101|9|6|4|9|4
151008102|8|5|8|8|5
151008103|1|3|7|2|8
151008104|9|2|4|4|9
151008105|4|9|6|8|4
151008106|6|3|6|5|5
